,title,description,original_length,summarized_Length,summarized,summarized_length
10,Greffier/ère francophone (80%),Greffier/ère francophone (80%)\nDe plus amples informations peuvent\nêtre obtenues auprès de :\nIsabelle Chablais{14}\nT +41 26 305 39 39\n-\nPostulez de préférence online ou adressez votre dossier en mentionnant la référence de l'annonce à :\nMinistère publicMme Isabelle ChablaisGreffière-cheffePlace de Notre-Dame 4Case postale 16381701 Fribourg\nDélai de postulation:\nRéférence: MP-194006\nGreffier/ère francophone (80%)\nauprès du Ministère public\n-\nDomaine d'activités\n> Etablissement de projets d'ordonnances à rendre par le Procureur\n> Auditions de parties sur délégation du Procureur\n> Tenue des procès-verbaux d'opérations d'instruction\n> Recherches juridiques et rédactions d'avis de droit\n> Rédaction de prises de position pour le Procureur\nExigences\n> Licence ou master en droit\n> Expérience professionnelle de préférence dans un greffe\n> Aisance rédactionnelle\n> Intérêt pour le droit pénal\n> Maîtrise des outils informatiques\n> Autonomie\n> Flexibilité\n> Maîtrise de la langue française avec de bonnes connaissances de la langue allemande\nEntrée en fonction:\nou date à convenir,1110,0,nDe plus amples informations peuventnêtre obtenues auprès de :nIsabelle Chablais14nT +41 26 305 39 39n-nPostulez de préférence online ou adressez votre dossier en mentionnant la référence de l'annonce à :-nMinistère publicMme Isabelle chablaisGreffière-cheffePlace de Notre-Dame 4Case postale 163817,299
11,Customer Service Assistant - Front Office - Schweizerdeutsch & Französisch,"Mit über 60 Jahren Erfahrung nimmt Zoetis die führende Rolle in den Bereichen Forschung, Entwicklung, Produktion und Vermarktung eines vielfältigen Portfolios an Veterinärimpfstoffen, Medikamenten, Biopharmaka, diagnostischen und genetischen Tests und Geräten zur Prävention und Behandlung von Tierkrankheiten bei Nutz- und Haustieren ein. So tragen wir dazu bei, die Welt noch ein Stück gesünder zu machen: für ein tierisch gesundes Leben.\nZur Verstärkung unseres Teams suchen wir ab sofort\nCustomer Service Assistant - Front Office - Schweizerdeutsch & Französisch\nMit über 60 Jahren Erfahrung nimmt Zoetis die führende Rolle in den Bereichen Forschung, Entwicklung, Produktion und Vermarktung eines vielfältigen Portfolios an Veterinärimpfstoffen, Medikamenten, Biopharmaka, diagnostischen und genetischen Tests und Geräten zur Prävention und Behandlung von Tierkrankheiten bei Nutz- und Haustieren ein. So tragen wir dazu bei, die Welt noch ein Stück gesünder zu machen: für ein tierisch gesundes Leben.\nZur Verstärkung unseres Teams suchen wir ab sofort\nHauptverantwortlichkeiten:\nTelefonische Kundenbetreuung bei Bestellannahme und Kundenanfragen\nKomplette Auftragsbearbeitung und -verfolgung in SAP\nKontaktperson des Kunden zur Klärung und Bearbeitung offener Fragen bei Aufträgen, Retouren, Lagereingängen und Lagerkorrekturen\nLösungs- und kundeorientiertes Vorgehen und Handeln\nErkennen von Potentialen zum weiteren Ausbau des Kunden\nBearbeitung von Kundenanfragen zu Rechnungen, Rücklastschriften und Gutschriften\nUnterstützung der Sales Aktivität (Inbound und Outbound) bei Sales und Marketingaktionen sowie kurzfristiger telefonischer Gebietsbetreuung (Outbound)\nAnsprechpartner des Außendienstes für Bestellungen, Verfügbarkeiten und Transaktionen\nDokumentation und Monitoring von Fehlerquellen\nErreichen eine hohe Kundenzufriedenheit, durch positive Kundenberatung und –betreuung\nTechnische Kenntnisse in Microsoft Office und SAP.\nQualifikationen:\nSchweizer Deutsch\nSehr gute Ausdrucksweise in der deutschen Sprache in Wort und Schrift\nGute Sprachkenntnisse in Französisch in Wort und Schrift\nAbgeschlossene Berufsausbildung, sowie Erfahrungen im Bereich der telefonischen Kundenbetreuung\nStandardprozesse und Tagesabläufe in einem Customer Service Center sind bekannt\nService- und kundenorientiertes Denken und Handeln ist Voraussetzung\nEigeninitiative, ein hohes Maß an Belastbarkeit und Engagement\nOffene und kommunikative Art (persönlich und am Telefon), ziel- und lösungsorientierte Vorgehensweise\nHohe Flexibilität, Teamfähigkeit und Empathie-Fähigkeit\nSelbständiger Umgang mit dem PC und der Standardsoftware\nEnglischkenntnisse von Vorteil\nWenn Sie neben diesem Qualifikationen noch ein Lächeln mitbringen, dann bewerben Sie sich bitte noch heute bei uns!",2805,0,"mit über 60 Jahren Erfahrung nimmt Zoetis die führende Rolle in den Bereichen Forschung, Entwicklung, Produktion und Vermarktung eines vielfältigen Portfolios an Veterinärimpfstoffen, Medikamenten, Biopharmaka, diagnostischen und genetischen Tests und Geräten zur Prävention und Behandlung von Tierkrankheiten bei Nutz- und Haustieren ein. So tragen wir dazu bei, die Welt noch ein Stück gesünder zu machen: für ein tierisch gesundes Leben.nZur",444
12,Conseiller/Conseillère à la clientèle Région Sierre Agence générale Valais Romand,"Conseiller/Conseillère à la clientèle Région Sierre Agence générale Valais Romand\nCe qui vous attendAfin de compléter notre équipe, nous recherchons pour notre fidèle et importante clientèle un collaborateur au service externe pour la région de Sierre. Vous comprenez les besoins des gens et savez les enthousiasmer ? Vous souhaitez faire de cette passion un métier ? En tant que conseiller(ère) à la clientèle vous serez le lien entre nos clients et nous ! Grâce à vous, nous pourrons répondre aux besoins des clients, les conseiller dans tous les domaines ayant trait à leur sécurité financière et ainsi, construire une relation de confiance. Ce que nous attendonsVous êtes bien implanté(e) dans la région où vous disposez d'un réseau relationnel de qualité.Vous êtes capable de nouer et d'entretenir des relations d'affaires privilégiées grâce à votre flexibilité, disponibilité et votre engagement ; Vous percevez l'importance de la croissance et savez vous fixer des objectifs ambitieux afin de gagner du marché. Vous mettez également un point d'honneur à développer et conserver la confiance de vos clients. Vous êtes à l'aise dans le domaine de la prévoyance et de la finance ? Ceci est un atout. Une femme aux cheveux longs et un homme aux cheveux grisonnants sont autour d'une table et discutent de quelque chose. Ce que vous recevrez Un soutien de la part de spécialistes techniques hautement qualifiés, ainsi qu'un support marketing performant ; Une offre diversifiée de services financiers de pointe vous permettant de proposer des solutions complètes et ciblées ; Un poste de travail exigeant qui sollicitera votre rigueur et votre créativité et qui fera appel à votre esprit d'entrepreneur ; Une entreprise novatrice qui encourage la performance et la formation continue. Venez nous rejoindre comme Conseiller/Conseillère à la clientèle Région Sierre Agence générale Valais RomandJob ID: 0000069S",1911,0,"Conseiller/Conseillère à la clientèle Région Sierre Agence générale Valais RomandnCe qui vous attendAfin de compléter notre équipe, nous recherchons pour notre fidèle et importante clientèle un collaborateur au service externe pour la région de Sierré. Grâce à vous, nous pourrons répondre aux besoins des clients, les conseiller dans tous les domaines ayant trait à leur sécurité financière.",392
13,Conseiller (h/f) à la clientèle région Franches-MontagnesAgence générale Jura,"Conseiller (h/f) à la clientèle région Franches-MontagnesAgence générale Jura\nCe qui vous attendEn qualité de Conseiller à la clientèle, vous êtes l'interlocuteur privilégié entre nos assurés et notre Compagnie. A l'écoute de leurs besoins, vous comprenez leurs préoccupations et vous leur offrez un conseil global de qualité et des solutions adaptées, en matière d'assurance, de prévoyance et de finance. Votre responsabilité consiste à gérer le portefeuille que nous vous confions et à le développer en acquérant de nouvelles affaires en direct et par un réseau d'intermédiaires. Dans un environnement omni-channel, vous exercez votre activité avec passion et êtes capable d'enthousiasmer nos assurés et construire une relation de confiance. Ce que nous attendonsVous êtes capable de nouer et d'entretenir des relations d'affaires privilégiées grâce à votre disponibilité et votre engagement. Vous percevez l'importance de la croissance et savez vous fixer des objectifs ambitieux afin de gagner des parts de marché. Vous mettez également un point d'honneur à développer et conserver la confiance de vos clients ; Vous bénéficiez d'une expérience confirmée dans le domaine de la vente et/ou de l'assurance. Une expérience en assurances d'entreprise serait un grand atout ;Vous avez une bonne connaissance et de l'expérience du marché jurassiens ; Vous êtes bien implanté/e dans les Franches Montagnes où vous disposez d'un réseau relationnel de qualité.Ce que vous recevrez Un soutien de la part de spécialistes techniques hautement qualifiés, ainsi qu'un support marketing performant ; Une offre diversifiée de services financiers de pointe vous permettant de proposer des solutions complètes et ciblées ; Un poste de travail exigeant qui sollicitera votre rigueur et votre créativité et qui fera appel à votre esprit d'entrepreneur ; Une entreprise novatrice qui encourage la performance et la formation continue;Venez nous rejoindre comme Conseiller (h/f) à la clientèle région Franches-MontagnesAgence générale JuraJob ID: 000005LP",2038,0,vous êtes l'interlocuteur privilégié entre nos assurés et notre Compagnie. votre responsabilité consisted à gérer le portefeuille que nous vous confions. Vous êtes capable d'entretenir des relations privilégiées grâce à votre disponibilité.,240
14,Conseiller (h/f) à la clientèle (Service externe) région La Chaux-de-Fonds Agence générale Neuchâtel,"Conseiller (h/f) à la clientèle (Service externe) région La Chaux-de-Fonds Agence générale Neuchâtel\nCe qui vous attendEn qualité de Conseiller à la clientèle, vous êtes l'interlocuteur privilégié entre nos assurés et notre Compagnie. A l'écoute de leurs besoins, vous comprenez leurs préoccupations et vous leur offrez un conseil global de qualité et des solutions adaptées, en matière d'assurance, de prévoyance et de finance. Votre responsabilité consiste à gérer le portefeuille que nous vous confions et à le développer en acquérant de nouvelles affaires en direct et par un réseau d'intermédiaires. Dans un environnement omni-channel, vous exercez votre activité avec passion et êtes capable d'enthousiasmer nos assurés et construire une relation de confiance. Ce que nous attendonsVous êtes bien implanté dans la région de la Chaux-de-Fonds où vous disposez d'un réseau relationnel de qualité. Vous êtes capable de nouer et d'entretenir des relations d'affaires privilégiées grâce à votre flexibilité, disponibilité et votre engagement ; Vous percevez l'importance de la croissance et vous savez fixer des objectifs ambitieux afin de gagner du marché. Vous mettez également un point d'honneur à développer et conserver la confiance de vos clients. Vous êtes à l'aise dans le domaine de la prévoyance et de la finance ? Ceci est un atout.Ce que vous recevrez Un soutien de la part de spécialistes techniques hautement qualifiés, ainsi qu'un support marketing performant ; Une offre diversifiée de services financiers de pointe vous permettant de proposer des solutions complètes et ciblées ; Un poste de travail exigeant qui sollicitera votre rigueur et votre créativité et qui fera appel à votre esprit d'entrepreneur ; Une entreprise novatrice qui encourage la performance et la formation continue;Venez nous rejoindre comme Conseiller (h/f) à la clientèle (Service externe) région La Chaux-de-Fonds Agence générale NeuchâtelJob ID: 000005HB",1950,0,"vous êtes l'interlocuteur privilégié entre nos assurés et notre Compagnie. votre responsabilité consisted à gérer le portefeuille que nous vous confions. Vous êtes capable d'entretenir des relations privilégiées grâce à votre flexibilité, disponibilité and engagement.",268
15,Contrôleur de gestion - H/F,"Nous recrutons !\nVous êtes passionné par les technologies de pointe ?\nVous aimez évoluer dans un environnement international où se mêlent exigence, challenge et autonomie ?\nVous maîtrisez l’anglais et idéalement l’allemand ?\nOn dit de vous que vous êtes curieux, créatif, efficace et que vous avez le sens du client.\nVous vous reconnaissez ?\nVous avez envie de vous épanouir dans un environnement stimulant ?\nVous êtes peut-être notre prochain :\nContrôleur de gestion - H/F\nNous recrutons !\nVous êtes passionné par les technologies de pointe ?\nVous aimez évoluer dans un environnement international où se mêlent exigence, challenge et autonomie ?\nVous maîtrisez l’anglais et idéalement l’allemand ?\nOn dit de vous que vous êtes curieux, créatif, efficace et que vous avez le sens du client.\nVous vous reconnaissez ?\nVous avez envie de vous épanouir dans un environnement stimulant ?\nVous êtes peut-être notre prochain :\nVotre mission\nAu sein du département Finances et Planifications, votre objectif premier sera de supporter la Direction et les managers en apportant une analyse pertinente sur les données financières, les performances industrielles et commerciales\nMissions:\nEn charge du controlling des ventes et de la gestion des provisions\nAnalyse des performances commerciales vis à vis des budgets et de prévisions\nEtablissement et communication du rapport mensuel de l'analyse de ventes\nParticipation aux travaux de bouclement mensuel\nCalcul, suivi et analyse des prix de revient par produit\nCalcul des prix de transfert entre les différentes entités\nÉlaboration des budgets des fonctional units en collaboration avec les managers et du contrôle budgétaire lié (suivi, analyse, reporting)\nAnalyse et suivi des frais de transports en étroite collaboration avec le service expédition\nAnalyse diverses sur les frais généraux\nVos compétences\nDynamique, rigoureux(se) et force de proposition, une première expérience en tant que contrôleur de gestion est appréciée. De plus vous justifiez d'une parfaite maîtrise du pack office (Excel) et du fonctionnement d'un ERP (SAP)\nVotre parcours\nIssu(e) d'une formation supérieure de Finances spécialisé en Contrôle de Gestion ou spécialisé(e) en comptabilité/gestion, vous maîtrisez l'Anglais et idéalement l'Allemand.\nMerci de nous envoyer votre candidature directement au lien suivant: https://career.sonceboz.com/offre-de-emploi/emploi-controleur-de-gestion-h-f_73.aspx",2450,0,"vous êtes passionné par les technologies de pointe.nVous aimez évoluer dans un environnement international où se mêlent exigence, challenge et autonomie?n vous maîtrisez l’anglais & idéalement l'allemand.?nVous avez envie de vous épanouir dans une environnement stimulant.",272
16,Généraliste RH h/f - 80 %,"Généraliste RH h/f - 80 %\nPour notre site de Romont, nous recherchons de suite un/une\nGénéraliste RH h/f - 80 %\nPharmaFocus est devenu un grossiste complet qui livre des pharmacies indépendantes de toute la Suisse et de la Principauté du Liechtenstein. Depuis sa fondation, l'entreprise a pour but la promotion et le maintien de la profession de Pharmacien en tant qu'entrepreneur indépendant. Le partenariat conclu en 2013 avec la coopérative allemande de Pharmaciens NOWEDA renforce PharmaFocus dans sa mission et génère des synergies durables pour ses clients et ses collaborateurs. 170 employés œuvrent dans le domaine de la santé chez PharmaFocus sur ses deux sites de Münchenstein (BL) et de Romont (FR).\nEngagez-vous dans cette entreprise dynamique et en constant développement. Nous vous offrons une activité exigeante et intéressante en tant que Généraliste RH.\nVotre domaine des compétences\n- Participation au processus complet de recrutement en collaboration avec le Responsable RH\nEntretiens de gestion avec la ligne et les collaborateurs\nGestion des apprentis Logisticiens\nGestion de l'ensemble de l'administration RH liée au cycle de vie des collaborateurs, y.c. le traitement des salaires et des assurances sociales en collaboration avec l'autre membre de l'équipe\nAdministration du système de gestion du temps de travail et traitement des données\nPoint de contact pour tous les collaborateurs et la ligne\nDiverses tâches administratives\nVotre profil\nFormation commerciale avec Brevet Fédéral RH\nParfaitement bilingue français / allemand et de langue maternelle suisse allemande\nMinimum 5 ans d'expérience à un poste similaire dans une PME nationale\nExpérience dans la gestion complète du cycle de vie des collaborateurs dans l'ensemble de la Suisse\nHaut niveau d'exigence en termes de service clients\nTrès bonnes facultés de communication\nTrès à l'aise avec l'informatique et les outils bureautiques courants\nSi vous avez de très bonnes connaissances dans les domaines mentionnés et que vous êtes également engagé, exigeant, curieux, ouvert d'esprit, orienté client et équipe, nous nous réjouissons de recevoir votre dossier complet par email à jobs@pharmafocus.ch.\nNous ne souhaitons pas de propositions d'agences de placement.",2266,0,"170 employés uvrent dans le domaine de la santé chez PharmaFocus sur ses deux sites de Munichstein (BL) et de Romont (FR) • Participation au processus complet de recrutement en collaboration avec le Responsable RHnEntretiens de gestion avec la ligne, and the collaborateursnGestion des apprentis Logisticiensn",309
17,Rectifieur,"Rectifieur\nMandatés par un de nos clients, nous recherchons un/une\nR\nECTIFIEUR (H/F)\nNotre client est une entreprise dans le domaine des machines de transferts situé dans le jura bernois. Il offre un cadre de travail moderne et dynamique, un salaire évolutif correspondant à vos aptitudes ainsi que des conditions sociales étendues.\nVOTRE MISSION\nProgrammer, régler et mettre en train les machines de rectification (rectifieuses par coordonnées et planes)\nContrôler les pièces en cours de fabrication sur machines 3D\nEtudier les procédés de fabrication des composants produits en série afin d'améliorer et optimiser le rendement\nVOTRE PROFIL\nFormation de polymécanicien ou formation équivalente\nExpérience en rectifiage idéalement par coordonnées\nIntérêt pour la mécanique de haute précision\nAptitude à travailler de manière autonome au sein d'une petite équipe\nSÉDUIT PAR CE POSTE ?\nFaites-nous parvenir votre dossier complet à l'adresse suivante :\n- christel.jeanmaire@okjob.ch\nCHRISTEL JEANMAIRE |CONSEILLÈRE EN PERSONNEL |HORLOGERIE / INDUSTRIE / TECHNIQUE\nOK JOB SA AV. LÉOPOLD-ROBERT 36A - 2300 LA CHAUX-DE-FONDS - 032 910 60 90",1152,0,"Nous recherchons un/unenRnECTIFIEUR (H/F)nNotre client est une entreprise dans le domaine des machines de transferts situé dans le jura bernois. il offre un cadre de travail moderne et dynamique, un salaire évolutif correspondant à vos aptitudes ainsi que des conditions sociales étendues.",289
18,Assistante dentaire responsable,"Pour gérer avec autonomie et dynamisme un cabinet dentaire de groupe moderne dans un cadre attrayant et convivial à Renens nous recherchons une assistante dentaire expérimentée pour poste à responsabilité à 80% ou 100% à partir de janvier 2020\nAssistante dentaire responsable\nPour gérer avec autonomie et dynamisme un cabinet dentaire de groupe moderne dans un cadre attrayant et convivial à Renens nous recherchons une assistante dentaire expérimentée pour poste à responsabilité à 80% ou 100% à partir de janvier 2020\nDescription du poste :\nRespondable de l'ensemble de l'administration du cabinet\nGestion des tiers (laboratoires, commerciaux, gérance...)\nGestion des commandes\nAccueil des patients\nGestion des appels téléphoniques, des agendas des médecins-dentistes et hygiénistes dentaires\nFormation des apprenties assistantes dentaires\nGestion des stocks et des commandes\nSupervision des assistantes dentaires\nAssistance au fauteuil...\nProfil :\nCFC d’assisatnte dentaire\nattestation de formation d'apprenties\nExpérience dans un poste similaire\nParfaite maîtrise du français, anglais un plus\nParfaite présentation, souriante, dynamique\nFacilité de communication\nEsprit d'équipe\nPersonne organisée, polyvalente, autonome et possédant un excellent esprit d’initiative et d’anticipation\nBonne maîtrise des outils informatiques Dentagest, Romexis, Médident, Word, Excel...\nExperience minimum 10 ans\nNous vous proposons un travail au sein d’une équipe jeune et dynamique dans un esprit de convivialité afin de s'épanouir dans ses activités quotidiennes.\nDate d’entrée : Janvier 2020\nTaux: 80 % ou 100%\nLes personnes postulantes sont priées de nous transmettre leur dossier de candidature complet avec CV, photo, lettres de motivation, certificats de travail, diplômes et prétentions salariales.",1821,0,"Pour gérer avec autonomie et dynamisme un cabinet dentaire de groupe moderne dans un cadre attrayant eet convivial à Renens nous recherchons une assistante dentaire expérimentée pour poste à responsabilité à 80% ou 100% à partir de janvier 2020nDescription du poste:nRespondable del'ensemble de l'administration du cabinetnGestion des tiers (laboratoires, commerciaux, gérance",376
19,Conseiller de vente H/F 100 % (interne),"KAISER + KRAFT est le leader européen de la vente d’équipement industriel, de stockage et de mobilier de bureau. Il commercialise des produits de marque de qualité durable et robuste. Pour renforcer notre département de vente interne nous recherchons un Conseiller de vente H/F 100 % (interne).\nConseiller de vente H/F 100 % (interne)\nKAISER + KRAFT est le leader européen de la vente d’équipement industriel, de stockage et de mobilier de bureau. Il commercialise des produits de marque de qualité durable et robuste. Pour renforcer notre département de vente interne nous recherchons un Conseiller de vente H/F 100 % (interne).\nVos fonctions\nVous établissez des projets et des offres auprès d’une large clientèle industrielle et commerciale et vous assurez le suivi\nVous conseillez les clients, répondez à leurs questions techniques et leur proposez des solutions efficaces\nVous êtes également à même de faire des actions de télémarketing\nVous êtes orienté digitalisation et nouveaux médias\nVotre profil\nVous avec des connaissances en allemand\nVous êtes une personne qui apprécie avant tout les contacts humains et vous savez communiquer avec enthousiasme\nVous justifiez d’une bonne expérience dans la relation clientèle\nVous avez un excellent sens technique\nVous maitrisez les outils informatiques usuels et les nouveaux médias\nVos avantages\nUn travail dans environnement moderne et stimulant au sein d’une petite équipe performante\nBonnes prestations et formation continue\nVous travaillez au sein d'une entreprise reconnue depuis longtemps en Suisse et en Europe\nSi vous êtes intéressés à ce poste et que vous correspondez à ce profil, veuillez faire parvenir votre dossier complet par courrier à l'attention de M. Thierry Blanchard ou par e-mail à: thierry.blanchard@kaiserkraft.ch\nKaiser + Kraft SA\nJordils 40\n1025 St-Sulpice\nTél.: 021-695 22 88\nwww.kaiserkraft.ch",1893,0,"KAISER + KRAFT est le leader européen de la vente d’équipement industriel, de stockage et de mobilier de bureau. il commercialise des produits de marque de qualité durable and robuste.",184
